domain,name,source,pre2024_prepass,pre2024_basis,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,jd_evidence,contact_name,contact_title,contact_linkedin,identity_status,crawl_needs
bluetickconsultants.com,Bluetick Consultants LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
evoqins.com,Evoqins,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
techpearl.com,Techpearl,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
steemasoftware.com,Steema,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,Shekhar Singh Shekhawat,Managing Director,https://www.linkedin.com/in/shekhar-singh-shekhawat-a6139a1a0,identity_full,wayback+homepage+careers
diatoz.com,DIATOZ SOLUTIONS PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
codolin.com,Codolin Technologies Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
indosakura.com,Indo-Sakura Software Pvt Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,uma paswan,Director,https://www.linkedin.com/in/uma-paswan-54723a92,identity_full,wayback+homepage+careers
nexzon.tech,Nexzon Tech,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
wtipl.com,Wincent Technologies India Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
sidsoft.in,SIDSOFT Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,Pruthvi Shankar,Owner,https://www.linkedin.com/in/pruthvi-shankar-89401314,identity_full,wayback+homepage+careers
elasticdevs.io,ElasticDevs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
vinnovatelabz.com,VinnovateLabz,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
sitefy.co,Sitefy,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,Łukasz Głąb,"Co-founder & Growth Partner (Web, SEO, Ads)",https://www.linkedin.com/in/lukasz-glab,identity_full,wayback+homepage+careers
ciphertrivia.com,Cipher Trivia,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
huntertechglobal.com,HunterTech Ventures,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,Sowjanya K,Director,https://www.linkedin.com/in/sowjanya-k-99677512a,identity_full,wayback+homepage+careers
fugenx.com,FuGenX Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
techasoft.com,Techasoft Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,Arif Mallick,Co-Founder,https://www.linkedin.com/in/arif-mallick-195ab744,identity_full,wayback+homepage+careers
gyanmatrix.com,GyanMatrix Technologies Pvt Ltd,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
zeksta.com,Zeksta Technology,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
bizitatech.com,Bizita Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,Surendra Kumar Sahu,Founder and Director,,identity_name_only,wayback+homepage+careers
cloudodyssey.co,Cloud Odyssey,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,Vara Polina,Co-Founder- Global Delivery Head,https://www.linkedin.com/in/vara-lakshmi-polina,identity_full,wayback+homepage+careers
cloudsoftwaresolution.in,Cloud Software Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,CSS Bangalore,Managing Director,https://www.linkedin.com/in/css-bangalore-062243164,identity_full,wayback+homepage+careers
brilln.com,Brilln,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
axcess.io,Axcess.io,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
svinzy.com,Svinzy,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
mindcomgroup.com,Mindcom Group,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
cybercurate.com,Cyber Curate Tech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
cloudloom.io,Cloudloom Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
zysk.tech,Zysk Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
altumind.ai,Altumind AI,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
nrinnovium.com,NR Innovium Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
hudbil.com,Hudbil Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,Hud bil,Agency Owner,,identity_name_only,wayback+homepage+careers
inspironlabs.com,InspironLabs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,Nandan upadhyay,Founder & CEO,https://www.linkedin.com/in/nandanupadhyay222,identity_full,wayback+homepage+careers
atlantixdigital.com,Atlantix Digital.com,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
crypticalsoftware.in,Cryptical Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
populardigital.ai,Popular Digital AI,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
pathnovo.com,Pathnovo Solutions Private limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
iglulabs.com,Iglu Labs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
immortaldreamz.com,Immortal Dreamz,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
dekkodigital.com,Dekko Digital,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,Lakshmi M,"Founder, Director - Product, Engineering, Operations",https://www.linkedin.com/in/lakshmi-productleader,identity_full,wayback+homepage+careers
unique-creations.biz,Unique Creations Software India Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
pattemdigital.com,Pattem Digital Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
claritiz.com,Claritiz Innovations Private LImited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
cornerstonesolutiononline.com,Corner Stone Solutions,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
trioedge.com,TRIOEDGE SOFTWARE SOLUTIONS PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
minebrat.com,Minebrat Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
martpro.net,MartPro,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
talentskape.com,Talentskape,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
cosmonetsolutions.com,Cosmonet Solutions Pvt. Ltd.,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
evolfinity.com,Evolfinity Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
pradeepit.com,PradeepIT Consulting Services Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,Yamuna K S,Assistant Director,https://www.linkedin.com/in/yamuna-k-s-429911245,identity_full,wayback+homepage+careers
deuglo.com,Deuglo Infosystem Pvt Lmt,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
ijonaservices.com,Ijona technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,Suvra Borah,Director,,identity_name_only,wayback+homepage+careers
techrowth.com,Techrowth Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
virgosys.com,Virgosys Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1994,,,,,,,,,identity_pending,wayback+homepage+careers
superiorcodelabs.com,Superior Codelabs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,sathish kumar,Web Application Developer,https://www.linkedin.com/in/sathish-kumar-3127a7102,identity_full,wayback+homepage+careers
ceegees.in,Ceegees,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
zeppstr.com,Zeppstrr,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
acubetechnologies.in,ACubetech Solutions Pvt Ltd,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
gsussoftware.in,GSUS STAR SOFTWARE SOLUTIONS PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
panelcs.com,PanelCS,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
trueigtech.com,TRUEiGTECH,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
campionsoftware.com,Campion Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,Imran Khan,Director,https://www.linkedin.com/in/imran-khan-41277161,identity_full,wayback+homepage+careers
nteos.ca,NTeos,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,UJJWAL MALLIK,Director of Business Strategy,https://www.linkedin.com/in/ujjwal-mallik-11917112,identity_full,wayback+homepage+careers
zaapr.com,Zaapr,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
renderinfotech.com,Render Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,Kumar PCG,Marketing Director,https://www.linkedin.com/in/kumar-pcg-b12753269,identity_full,wayback+homepage+careers
acubetechnologies.com,ACUBE USA LL,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
logiclegends.com,Logiclegends,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
emantra.in,EMantra,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,Ross Dewar,"Founder, Owner, CEO",https://www.linkedin.com/in/rossdewar,identity_full,wayback+homepage+careers
snowtint.com,Snowtint Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,Muralidhara Prasad,Director,https://www.linkedin.com/in/muralidhara-prasad-a1765ba,identity_full,wayback+homepage+careers
versionx.in,VersionX,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
advertroindia.co.in,Advertro India,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
go2hire.com,Go2hire,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
touchcrypto.org,Touch Crypto,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
symphony-solution.com,Symphony Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,jonish aggarwal,Owner,,identity_name_only,wayback+homepage+careers
siddhatech.com,Siddhatech Software Services Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,Aditi Dixit,CEO & Managing Director,https://www.linkedin.com/in/aditi-dixit-203b689,identity_full,wayback+homepage+careers
stw-services.com,STW Services LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,Anoop Mishra,Co-Founder & CEO,https://www.linkedin.com/in/anoop-mishra-6195ab62,identity_full,wayback+homepage+careers
grawlixsoft.com,Grawlix Software Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
codescastle.com,Codescastle Software Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
wednesday.is,Wednesday Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
sphinx-solution.com,Sphinx Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
tudip.com,Tudip Technologies Pvt. Ltd.,goodfirms+nasscom,SOURCE_STATED_ONLY,"nasscom:PROVEN — 2023-06-01 wayback lists Product Engineering, Quality Assurance & RPA, Support and Maintenance.; goodfirms_founded:2010",8418,0,0,0,wayback 2023-06: 'Product Engineering Quality Assurance & RPA' (PROVEN) | site: own CMMI Maturity Level 5 appraisal renewed (+10) | site: QA practice with named,Dipti Agrawal,Co-Founder & CEO,https://www.linkedin.com/in/diptiagrawal/,identity_full,wayback+homepage
kinetikalabs.com,Kinetikalabs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
teksolto.com,Teksolto Softwares,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
iprogrammer.com,iProgrammer Solutions Private Limited,goodfirms+nasscom,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
quadlogix.com,QuadLogix Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
kodesoft.in,Kodesoft Technologies Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
buzzybrains.com,BuzzyBrains software (I) Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
codiasticsoft.com,Codiastic Soft Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,Sagar Bhise,Chief Executive Officer,https://www.linkedin.com/in/sagar-bhise-190a70306,identity_full,wayback+homepage+careers
ventagenie.com,Ventagenie Delivery Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2001,,,,,,,,,identity_pending,wayback+homepage+careers
panaceatek.com,Panacea Infotech Private limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2004,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
redbytes.in,Redbytes Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
smokingchimneystudios.com,Smoking Chimney Studios,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
softlinkinternational.com,SoftLink International Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1997,,,,,,Hazarathiah Thodeti,Managing Director / Chief Executive Officer,https://www.linkedin.com/in/hazarathiah-thodeti-404915aa,identity_full,wayback+homepage+careers
newtonindia.com,Newton Software Pvt Ltd,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
avercast.in,Avercast Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
upsidelearning.com,Upside Learning Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2004,,,,,,,,,identity_pending,wayback+homepage+careers
harbingerlearning.com,Harbinger interactive learning,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2001,,,,,,Dr. Vikas JOSHI,Chairman and Managing Director,https://www.linkedin.com/in/vikasjoshiharbinger,identity_full,wayback+homepage+careers
datavsn.com,DataVision,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1992,,,,,,Raphael Kissling,Partner and Co-Founder,https://www.linkedin.com/in/raphael-kissling-312473122,identity_full,wayback+homepage+careers
cerillion.com,Cerillion Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1999,,,,,,Gary Gibbs,Senior Account Director,https://www.linkedin.com/in/garygibbs,identity_full,wayback+homepage+careers
pcsoftindia.com,Pcsoft ERP Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1988,,,,,,sateesh jain,managing director,https://www.linkedin.com/in/sateesh-jain-a0697698,identity_full,wayback+homepage+careers
companybench.com,Company Bench,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,Dane Nielsen,Co-Founder / Head Brewer,https://www.linkedin.com/in/dane-nielsen-a0244684,identity_full,wayback+homepage+careers
abhinavdcs.com,AbhinavDCS,goodfirms+nasscom,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
inferwise.com,Inferwise LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
probytes.net,Probytes,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,Mark Parseraman,Director,,identity_name_only,wayback+homepage+careers
acquiscent.com,Acquiscent Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
vibeosys.com,Vibeosys Software Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
inichepro.com,Inichepro IT Solutions Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
ikf.co.in,I Knowledge Factory Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
austeresystems.com,Austere Systems Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
mindworxsoftware.com,MindWorx Software Services Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
aladinntech.com,Aladinn Digital Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
ubmatic.com,Ubmatic,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
leftrightmind.com,Left Right Mind Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
asmobisoft.com,Asmobisoft Services Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
teqstudio.com,TeQstudio Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
appconsultio.com,appconsultio,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
fidosofts.com,FIDOSOFTS PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
marsdevs.com,MarsDevs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,Vrushali S. K,Co-Founder,https://www.linkedin.com/in/vrushalisk,identity_full,wayback+homepage+careers
vervelo.com,Vervelo,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
vtestcorp.com,vTEST,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
techjoomla.com,Techjoomla,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,Parth Lawate,Co Founder,https://www.linkedin.com/in/parthlawate,identity_full,wayback+homepage+careers
1e9advisors.com,1E9 Advisors,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,Kaveri Joshi,Managing Director,https://www.linkedin.com/in/kaveri-joshi-36268a110,identity_full,wayback+homepage+careers
