rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
59,65,Softkingo,softkingo.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2020; rdap=2020-06-27; wayback=20230606,Verified,1,bedded systems that connect seamlessly with your platforms. IoT App Development Embedded D,0,0,0,0,7442,,dustries Insights Portfolio Contact Us AI #1 Software Development Company AI-Driven Digita,6,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2020); owned IP: bedded systems that connect seamlessly w; jd 7442ch; ~150 staff
60,65,Aarvi Technology,aarvitechnology.com,"Surat, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2015; wayback=20230601,Verified,1,s and drive sustainable growth. Explore More Our Products Discover our range of sophistica,0,0,0,0,7400,,,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2015); owned IP: s and drive sustainable growth. Explore ; jd 7400ch; ~30 staff
61,65,Digicuro,digicuro.com,"Delhi, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2017; rdap=2017-11-11; copyright_footer=2017; wayback=20230605,Verified,1,cal asset into a thriving digital ecosystem. Our platform provides the architectural found,0,0,0,0,7335,,,9,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2017); owned IP: cal asset into a thriving digital ecosys; jd 7335ch; ~30 staff
62,65,Fervid Smart Solutions Private Limited,fervidsmart.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=2018-06-16; copyright_footer=2020; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2018,Verified,1,", and personalized shopping experiences. --> Our Products --> Our Products We develop stat",0,0,0,0,7308,pre-2024: existed no sw wording,em Integration IT Support & Managed Services Product Development --> Products ComfyLearn L,8,,,,identity_pending,"EXISTED_2COR(rdap=2018-06-16); owned IP: , and personalized shopping experiences.; jd 7308ch"
63,65,Testware Informatics,testwareinformatics.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2018-02-07; wayback=20230601,Verified,1,nd apart from the challenges. Our Difference Our product has become the new standard way o,0,0,0,0,7104,,s for how best to improve. Custom Enterprise Application Development Our Solutions Develop,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: nd apart from the challenges. Our Differ; jd 7104ch; ~30 staff
64,65,Hi Tech Enterprises,hitechenterprise.in,"Mumbai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; wayback=20230330,Verified,1,your services. --> CASE STUDIES Detailing of our products Custom Software Development Cust,0,0,0,0,7098,,Hi Tech Enterprises | Custom Software Development | Digital Marketing | IT Sales &,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: your services. --> CASE STUDIES Detailin; jd 7098ch; ~30 staff
65,65,Matlab Infotech,matlabinfotech.com,"Surat, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2020-06-27; wayback=20230402,Verified,1,"cloud. A single partner for every layer of your product. Explore all Web Development Fast,",0,0,1,0,7022,,Matlab Infotech — Expert AI Solutions &amp; Software Development Services Services Service,6,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: cloud. A single partner for every layer ; jd 7022ch; ~30 staff
66,65,Pavans Group,pavansgroup.com,"Vadodara, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2011-05-12; wayback=20230610,Verified,1,gement and better conversion rates. Elevate your product's usability - Request a UI/UX aud,0,0,0,0,6887,,Software Development Company India | Pavans Group --> CLICK About,15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: gement and better conversion rates. Elev; jd 6887ch; ~30 staff
67,65,GeekyBones,geekybones.com,"Mohali, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-12-08; copyright_footer=2011; wayback=20230715,Verified,1,f Magento development technology to upgrade your platform that stands out from the competi,0,0,0,0,6833,,"nd strategically designed mobile app and web development services, taking your business to",9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: f Magento development technology to upgr; jd 6833ch; ~30 staff
68,65,Pixlogix Infotech Pvt. Ltd,pixlogix.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2007-10-18; wayback=20230601,Verified,1,tools and automation into our workflow and your product - keeping you ahead of competitors,0,0,0,0,6812,,ervices. View All Services --> Web &amp; App Development Services Custom Web Development W,19,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); owned IP: tools and automation into our workflow a; jd 6812ch; ~30 staff
69,65,iSolution Microsystems Pvt Ltd,isolutiononline.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2004; rdap=2005-07-06; copyright_footer=2004; wayback=20230528,Verified,1,n every industry. It's time to buy and sell your products by displaying your catalog onlin,0,0,0,0,6733,,design solution to sell anything online Web Application Development Developing complex app,21,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2004); owned IP: n every industry. It's time to buy and s; jd 6733ch; ~30 staff
70,65,Novus Logics,novuslogics.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-01-08; copyright_footer=2021; wayback=20230523,Verified,1,"ment, and providing quick time to market of your products. It also includes agile delivery",0,0,0,0,6702,,re Us Our Work Contact Us Top Web and Mobile Application Development Services Company Your,9,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2017); owned IP: ment, and providing quick time to market; jd 6702ch; ~30 staff"
71,65,Invensis Technologies Pvt Ltd,invensis.net,Bengaluru,nasscom,,,EXISTED_2COR,rdap=2006-04-06; wayback=20230602,Verified,1,rvices is an expedited innovation cycle for your products and the discovery of novel reven,0,0,0,0,6691,,,20,,,,identity_pending,EXISTED_2COR(rdap=2006-04-06); owned IP: rvices is an expedited innovation cycle ; jd 6691ch
72,65,NLET Initiative LLP,nlet.in,"Jaipur, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2017; rdap=2017-07-28; wayback=20230606,Verified,1,liver digital success! About Company Explore our Products School ERP CRM Software HR Softw,0,0,0,0,6683,,,9,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2017); owned IP: liver digital success! About Company Exp; jd 6683ch; ~30 staff
73,65,Newton Software Pvt Ltd,newtonindia.com,"Pune, India",goodfirms,50-249,150,PROVEN_EQUIV,wayback=20230606,Verified,1,me with a Lot of Strategic Advise along with our product to Change your Systems Effectivel,0,0,0,0,6521,,"ents, making us the leaders in this niche of Software Development. Read More&#8230; View A",0,,,,identity_pending,PROVEN_EQUIV(wayback=20230606); owned IP: me with a Lot of Strategic Advise along ; jd 6521ch; ~150 staff
74,65,VixSpace,vixspace.com,"Hyderabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-01-04; copyright_footer=2015; wayback=20230604,Verified,1,"self gave us a lot of confidence and we know our product is in good hands. Aa said, Top Ap",0,0,0,0,6448,,PMENT We have expertise in enterprise Mobile application development. Meet the teams of in,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: self gave us a lot of confidence and we ; jd 6448ch; ~30 staff
75,65,Webpristine Technologies Pvt Ltd,webpristine.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; wayback=20230515,Verified,1,"ake it a business reality. Talk to us about your product idea, and we will build the best ",0,0,0,0,6423,,tine Technology to anyone in need of website development services. Astha and Deepak&#8217;,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: ake it a business reality. Talk to us ab; jd 6423ch; ~30 staff
76,65,Corteva Agriscience Services India Private Limited,dupont.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=1987-07-27; copyright_footer=2020; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1987-07-27,Verified,1,oducts View all Brands &amp; Products Search our Product Finder About Us About Us Discover,0,0,0,0,6356,pre-2024: domain only,,39,,,,identity_pending,EXISTED_2COR(rdap=1987-07-27); owned IP: oducts View all Brands &amp; Products Se; jd 6356ch
77,65,BigOhTech,bigohtech.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2020; rdap=2021-02-11; wayback=20230603,Verified,1,"RAG pipelines, and inference services into your product. Connect Now Hire ML Engineer Trai",0,0,0,0,6332,,"Product Development, Digital Transformation &amp; AI Solution Co",5,(verify),,,identity_name_only,"PROVEN_EQUIV(goodfirms_founded=2020); owned IP: RAG pipelines, and inference services in; jd 6332ch; ~150 staff"
78,65,Naviga Technology Solutions Private Limited,navigaglobal.com,Gautam Buddha Nagar,nasscom,,,EXISTED_2COR,rdap=2018-05-27; copyright_footer=2011; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2018,Verified,1,contact us for more information about any of our products or services. Follow us SOLUTIONS,0,0,0,0,6259,pre-2024: existed no sw wording,,8,,,,identity_pending,EXISTED_2COR(rdap=2018-05-27); owned IP: contact us for more information about an; jd 6259ch
79,65,NGFO Technologies,ngfot.com,"Coimbatore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-07-05; wayback=20231203,Verified,1,best onshore / offshore team for developing your product. 24/7 Support A team of experts w,0,0,0,0,6157,,Mobile App Development| Android & IOS Application Development Company - NGFO Technologies ,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: best onshore / offshore team for develop; jd 6157ch; ~30 staff
80,65,Techhelper Technologies,techhelper.in,"Bhopal, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2020; copyright_footer=2017; wayback=20230505,Verified,1,l | Techhelper Technologies 🎉 Exciting News! Our product QR Staff got funded from Governme,0,0,0,0,6108,,t iOS App Development Hybrid App Development Software Development WordpPress Solutions Sof,6,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2020); owned IP: l | Techhelper Technologies 🎉 Exciting N; jd 6108ch; ~150 staff
81,65,Techtaru Digital,techtaru.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; wayback=20230608,Verified,1,"reach your consumers, promote and showcase your products in a captivating way, and sell ac",0,0,0,0,6048,,NG WEBSITE DEVELOPMENT ECOMMERCE Development SOFTWARE DEVELOPMENT MOBILE APP DEVELOPMENT D,12,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2014); owned IP: reach your consumers, promote and showca; jd 6048ch; ~30 staff"
82,65,Guava Trees Softech Pvt. Ltd.,guavatrees.com,"Bhopal, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2012; rdap=2013-07-25; wayback=20230610,Verified,1,", US ""Partnering with Guava Trees Softech on our flagship product, ZING, has been a pivota",0,0,0,0,6039,,ns Services AI &amp; ML Solutions Enterprise Application Development Custom Software Devel,13,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2012); owned IP: , US ""Partnering with Guava Trees Softec; jd 6039ch; ~30 staff"
83,65,SCS Tech India,scstechindia.com,"Mumbai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2019-09-24; wayback=20230619,Verified,1,nd boost customer satisfaction. Explore More Our Products Intelligent Debriefing with Anal,0,0,0,0,5912,,"formation Company Comprehensive IT Services: Software Development, Cloud Computing, Blockc",7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: nd boost customer satisfaction. Explore ; jd 5912ch; ~150 staff
84,65,Ascenwork Technology,ascenwork.com,"Mumbai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2018-02-23; wayback=20230607,Verified,1,luminate Insights and Analytics with PowerBI Our Products and Services Contact us Check al,0,0,0,0,5893,,ontact Us Automate your Business with Custom Application Development on Microsoft SharePoi,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: luminate Insights and Analytics with Pow; jd 5893ch; ~30 staff
85,65,PERKMINDS,perkminds.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2014-09-09; wayback=20230713,Verified,1,raffic of your website as well as marketing your product online. &nbsp; Our expert teams a,0,0,0,0,5832,,priority. Contact Perkminds for best mobile application development services at best price,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: raffic of your website as well as market; jd 5832ch; ~30 staff
86,65,Hashtasy Digital Private Limited,hashtasy.com,Mumbai,nasscom,,,EXISTED_2COR,rdap=2017-01-17; copyright_footer=2022; nasscom_harvest=nasscom:PROVEN; wayback=20230610,Verified,1,ke pride in building a good story board for your products with crisp messaging or engaging,0,0,0,0,5740,pre-2024: proven,,9,,,,identity_pending,EXISTED_2COR(rdap=2017-01-17); owned IP: ke pride in building a good story board ; jd 5740ch
87,65,Adroit Infosystem,adroitinfosystem.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2004; rdap=2002-08-13; wayback=20230603,Verified,1,standards ensures quality and reliability in our products and services. Customer-Centric C,0,0,0,0,5691,,ement Finance Software for NBFC Services Web Development Services Custom Software Developm,24,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2004); owned IP: standards ensures quality and reliabilit; jd 5691ch; ~30 staff
88,65,delaStream Solutions Private Limited,delastream.com,Nagpur,nasscom,,,EXISTED_2COR,rdap=2012-06-16; copyright_footer=2012; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING,Verified,1,Sony' and provide us your feedback on making our products and services better and better. ,0,0,0,0,5604,pre-2024: existed no sw wording,itter YouTube --> Toggle navigation About Us Software Development Staffing Solutions IT Tr,14,,,,identity_pending,EXISTED_2COR(rdap=2012-06-16); owned IP: Sony' and provide us your feedback on ma; jd 5604ch
89,65,SavvyonWeb Private Limited,savvyonweb.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=1970; rdap=2014-01-09; wayback=20230602,Verified,1,"ients to effectively pick, choose and order your products online. Millions of people searc",0,0,0,0,5560,,ons Industries Portfolio Blog Contact Us Web Development Services Our Web development prof,12,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=1970); owned IP: ients to effectively pick, choose and or; jd 5560ch; ~30 staff"
90,65,Litost India Infotech Pvt Ltd,litostindia.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2018-09-28; wayback=20230601,Verified,1,SEO search and visibility get enhanced for your products and/or services. Social Media Mar,0,0,0,0,5522,,Litoust India | Hire Developers & Custom Software Company Download Brochure --> vivek@lito,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: SEO search and visibility get enhanced f; jd 5522ch; ~30 staff
91,65,Sarvadhi Solutions Pvt Ltd,sarvadhi.com,"Surat, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2014; rdap=2021-06-07; wayback=20230529,Verified,1,e a demo with our team. Book a 30-min call [ Our Products ] Industry-native platforms buil,0,0,0,0,5504,,,5,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); owned IP: e a demo with our team. Book a 30-min ca; jd 5504ch; ~150 staff
92,65,Tech Celerity Global Solutions Pvt. Ltd.,techcelerity.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2016-05-31; wayback=20230428,Verified,1,skilled technology team. Learn More About Us Our Products Ready-to-Deploy Software Product,0,0,0,0,5445,,"mation, custom LLMs &amp; predictive systems Custom Software Development Tailored enterpri",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: skilled technology team. Learn More Abou; jd 5445ch; ~30 staff
93,65,Crystal Screening Services Pvt Ltd,crystalscreening.com,Noida,nasscom,,,EXISTED_2COR,rdap=2014-09-06; copyright_footer=2015; nasscom_harvest=nasscom:PROVEN; rdap:2014-09-06,Verified,1,via software portal Moonlighting Connect Now Our products are designed for smooth real-tim,0,0,0,0,5418,pre-2024: proven,,12,Sanjeev Kumar,Director,https://www.linkedin.com/in/sanjeev-kumar-8a483b20,identity_full,EXISTED_2COR(rdap=2014-09-06); owned IP: via software portal Moonlighting Connect; jd 5418ch
94,65,Rushkar,rushkar.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-01-15; copyright_footer=2018; wayback=20230530,Verified,1,"ndian store or a well-known B2B wholesaler, your platform must be audience-specific, safe,",0,0,0,0,5395,,Top Software Development Company India | Custom Software Solutions --,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: ndian store or a well-known B2B wholesal; jd 5395ch; ~30 staff
