name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
Bitpastel,https://www.linkedin.com/company/bitpastel/,https://www.bitpastel.com/,Shopify Plus Development Agency | Your tech partner for Web & Mobile App Development,"Bitpastel Solution Private Limited is a web & mobile app development company specializing in Shopify Plus & E-Commerce Development with a dynamic team  Here our passionate team collaborates with you and put our skills to weave your dreams, ideas and concepts into digital reality & deliver high quality bespoke products & services.  At Bitpastel we understand your unique way to get things done. Hence we work very closely with you to ensure that we provide the best possible level of service.  We pr",2017,32,11-50,4767,Privately Held,Information Technology & Services,"Mobile App Development, CRM, Hybrid Apps, Android Apps, iOS Apps, Node.js, eCommerce, Webflow, Web Design, Digital Marketing",Kolkata,India
RanceLab,https://www.linkedin.com/company/rance-computer-pvt-ltd/,http://www.rancelab.com,"The All-in-one Software for Restaurants and Retail Stores.
Awesome app to control your outlets remotely and grow sales.","RanceLab® is the one stop destination to shop for Retail Software and POS hardware products especially meant for the Retail Industry. Entering the business in the year 1996 and based in Kolkata, we have always served the Retail and Hospitality industry with our specialized services.  RanceLab® FusionRetail™ 6 adds the feather in the cap, being our most successful venture in software products. It has given a new dimension to the retail business and has effectively helped retailers to manage all",1996,91,51-200,1790,Privately Held,IT Services and IT Consulting,"Retail Software, Barcode & POS Hardware, Restaurant Software, Retail Business Consultancy, Restaurant POS",Kolkata,India
XAAS GENIE,https://www.linkedin.com/company/xaasgenie/,https://www.xaasgenie.com/,"XAAS GENIE aims to Simplify, Transform and Implement SaaS solutions enabling value creation for our Clients","XAAS Genie is a GRC and SaaS consulting company that helps companies Onboard, Implement, Train & Manage SaaS platforms in their Organization for their intricate Business Processes. #SaaS #BusinessProcessRedesign #GRC XaaSGenie aims to Simplify, Transform and Implement Innovative SaaS Platforms, where all the complexities related to business process management, and transformation become easier so that our clients can focus on driving value from data to enable business growth and profitability or ",,13,2-10,2589,Privately Held,Information Technology & Services,,INDIA,India
AhamHeal,https://www.linkedin.com/company/ahamheal/,https://ahamheal.com/,Heal your inner self with AhamHeal,"AhamHeal  aims to create a holistic approach to mental health by offering a wide range of features designed to cater to different needs. We offer a variety of tools and resources, such as guided meditation, stress management exercises, mood tracking, journaling, mindfulness practices, and personalized mental health tips. This app also include access to professional counseling or therapy services, as well as educational content to help users understand and manage mental health challenges. The goa",2025,3,2-10,425,Privately Held,Mental Health Care,,Kolkata ,India
TRENTAR,https://www.linkedin.com/company/trentar/,https://trentar.com,Pioneering Innovation Across Industries ,"At Trentar Group, we transform vital industries through advanced technologies, digital intelligence, and next-generation innovation.  Operating across mobility, energy and battery storage, water and resource management, geospatial intelligence, data science and AI, and animal health, Trentar strengthens critical infrastructure and enables industries worldwide to build smarter, more resilient, and sustainable futures.  Experience technologies that move industries forward. Explore the future with ",,21,201-500,1726,Privately Held,"Technology, Information and Internet",,Mumbai,India
DocHipo,https://www.linkedin.com/company/dochipo/,https://www.dochipo.com,"Create on-brand proposals, presentations, documents, videos, social posts, and ads to market smarter and sell faster.","DocHipo is an all-in-one online design platform that helps brands, creators, and sales teams design beautiful, on-brand content, without relying on complex design tools.  Create professional proposals, presentations, documents, videos, social media posts, and ads in minutes using a flexible, intuitive editor built for speed and consistency. Whether you’re pitching a client, launching a campaign, or sharing updates across channels, DocHipo helps you move faster while staying on brand.  With struc",2017,18,11-50,3318,Privately Held,"Technology, Information and Internet",Design,Kolkata,India
ReTechPrime Technology Solutions,https://www.linkedin.com/company/retechprime/,https://retechprime.com/,Redefining Enterprise Transformation in the AI Era,"RetechPrime is a next-generation, AI-driven consulting and engineering company enabling enterprises to transform with intelligence, scalability, and measurable business outcomes. With deep expertise across Consulting & Assessment, Enterprise Products, Platform Engineering, Cloud Engineering, and Data, AI & Agentic AI, we help organizations modernize their digital ecosystems and accelerate innovation.  At RetechPrime, we operate with an AI-first engineering philosophy, ensuring every solution is ",2024,29,11-50,656,Privately Held,IT Services and IT Consulting,"ERP consultancy services, Oracle Retail , Cloud Migration, Product Testing, It consulting, Agentic AI",Kolkata,India
PurpleSynapz™,https://www.linkedin.com/school/purplesynapz/,https://purplesynapz.com/?utm_source=linkedin,"Asia's One of the Most advanced Cyber Reasearch, Gaming , Simulation & Education platform. ","A hyper-realistic research and training lab designed to pave the way for the next-gen Cyber Security Professionals and aims at building the pipeline of cybersecurity talent to dent the shortage of required professionals in India.   PurpleSynapz™ features Modern Curriculum crafted by India’s leading infosec practitioners and consultants, Cyber Range, and Innovation Sandbox that focuses on promoting the next-gen cybersecurity entrepreneurs.   𝗦𝘁𝗮𝗻𝗱𝗮𝗿𝗱𝘀, 𝗖𝗲𝗿𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻𝘀 & 𝗧𝗿𝘂𝘀𝘁 𝗩𝗲𝗿𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻𝘀    • IS",2017,52,11-50,6173,Educational Institution,Computer and Network Security,"Cyber Security Research, Cyber Security Training, Cyberbit Range, Hyper-realistic Simulation Lab, Ethical Hacking Training, Wireshark Training, VAPT Training, Check Point Training, Cisco Training, Big data Training",Bangalore,India
SKY IT Solution,https://www.linkedin.com/company/sky-it-solution-company/,https://skyitsolution.co.in,,We are helping small to medium sized company expand their digital presence.,,19,2-10,2484,Sole Proprietorship,IT Services and IT Consulting,,Kolkata,India
NEO CODERZ TECHNOLOGIES,https://www.linkedin.com/company/neo-coderz-technologies/,https://www.neocoderztechnologies.com/,Where talent meets hard work,"Neo Coderz Technologies is a global service provider in IT services, digital and business solutions that partners with its clients to simplify, strengthen and transform their businesses. We ensure the highest levels of certainty and satisfaction through a deep-set commitment to our clients, comprehensive industry expertise and a global network of innovation and delivery centers.  We at Neo Coderz Technologies “love what we do”. Passion for work is our fuel to run this organization.  We are a pro",2015,26,11-50,255,Partnership,Information Technology & Services,"WEB DEVELOPMENT (LAMP), WEB DESIGN, WORDPRESS SOLUTIONS, CAKEPHP FRAMEWORK, LARAVEL FRAMEWORK, MAGENTO, WOOCOMMERCE, SHOPIFY, HYBRID MOBILE APPLICATION DEVELOPMENT (PHONEGAP / CORDOVA), NATIVE MOBILE APPLICATION DEVELOPMENT, SWIFT, JAVASCRIPT, JQUERY, ANGULAR JS, NODE.JS, WEB SERVICES INTEGRATION (REST / SOAP), PAYMENT GATEWAY INTEGRATION SOLUTION, CUSTOMIZE ECOMMERCE SOLUTION, CUSTOMIZE CONTENT MANAGEMENT SOLUTION, SEO, TRAINING, INTERNET OF THINGS (IOT), MACHINE LEARNING, DATA SCIENCE, REST API",Kolkata,India
