source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,Lentera Technologies Private Limited,Chennai,http://www.lentera.in,lentera.in,,,,,True,False,False,EXISTED_2COR,rdap=2018-05-24; nasscom_harvest=nasscom:PROVEN; rdap:2018-05-24,Verified,1,"th our Developers. We have been working with Software Development, since 2015 and we have ",0,1,s and it requires a detailed plan. Read More OUR Products A Glance of Our Products More Pr,94794,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,8,2018-05-24,zero signals unverified after re-crawl
nasscom,Availity India Private Limited,Bengaluru,https://availity.com/,availity.com,,,,,True,False,False,EXISTED_2COR,rdap=2001-03-09; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2001,Verified,0,,0,1,l scale &#8211; powering the workflows that your products depend on and connect into. For ,91126,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,57,25,2001-03-09,zero signals unverified after re-crawl
nasscom,Toshal Infotech Private Limited,Surat,http://www.toshalinfotech.com,toshalinfotech.com,,,,,True,False,False,EXISTED_2COR,rdap=2015-01-01; nasscom_harvest=nasscom:PROVEN; rdap:2015-01-01,Verified,1,Offshore Software Development Outsourcing Company & Service Provider Home,0,1,ment — from concept to deployment. We bring your product ideas to life using scalable arch,89421,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,57,11,2015-01-01,zero signals unverified after re-crawl
nasscom,ZF India Private limited,Hyderabad,http://www.zf.com,zf.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-03-12; nasscom_harvest=nasscom:PROVEN; rdap:1996-03-12,Verified,0,,0,1,e mobility. Click on (+) to learn more about our products and technologies Hotspot 1 Techn,86231,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,30,1996-03-12,zero signals unverified after re-crawl
nasscom,Cushman & Wakefield India Private Limited,Gurugram,https://www.cushmanwakefield.com/en/india,cushmanwakefield.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-12-07; nasscom_harvest=nasscom:PROVEN; rdap:1998-12-07,Verified,1,vices Global Occupier Services Project &amp; Development Services Retail Services Strategi,0,1,"performs as expected, to develop and improve our products, and for advertising and insight",84719,0,0,0,0,pre-2024: proven,False,Anand Kumar Gupta,Director,,identity_name_only,,57,28,1998-12-07,zero signals unverified after re-crawl
nasscom,WD Storage Technologies India Private Limited,Bengaluru,https://www.westerndigital.com/en-us,westerndigital.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-01-21; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,0,,0,1,".prices.sale.amountFormatted}} 0 ""> Upgrade Your Product {{productInfo[item.code].variantT",83364,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,57,28,1998-01-21,zero signals unverified after re-crawl
nasscom,NCS Soft Solutions Private Limited,Chennai,https://ncssoft.in,ncssoft.in,,,,,True,False,False,EXISTED_2COR,rdap=2007-10-19; nasscom_harvest=nasscom:PROVEN; rdap:2007-10-19,Verified,0,,0,1,stry Experts with Decades of Experience. --> Our Products eTHIC - The GRC & Audit Platform,81328,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,19,2007-10-19,zero signals unverified after re-crawl
nasscom,Yotta Infrastructure Solutions LLP,Mumbai,https://www.yotta.com/,yotta.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-01-06; nasscom_harvest=nasscom:PROVEN - 2023-06 snapshot advert,Verified,0,,0,1,ing back to build a better world. Know More Your Platform For Intelligence And Scale From ,77923,0,0,0,0,"Site: data centre, GPU cloud and managed cybersecurity offerings | Site: 'Sovereign Hybrid",False,,,,identity_pending,,57,30,1996-01-06,zero signals unverified after re-crawl
nasscom,SunTec Business Solutions Pvt Ltd,Thiruvananthapuram,http://www.suntecgroup.com,suntecgroup.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-04-30; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1999-04-30,Verified,0,,0,1,"Data Sheets – We have a lot to say, unravel our product offerings! eBooks – Get a comprehe",72099,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,57,27,1999-04-30,zero signals unverified after re-crawl
nasscom,Avalara Technologies Private Limited,Pune,https://www.avalara.com,avalara.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-12-08; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2003,Verified,0,,0,1,x. Core products and services Avalara AvaTax Our flagship tax calculation service Avalara ,70440,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,57,23,2003-12-08,zero signals unverified after re-crawl
goodfirms+nasscom,KGiSL,"Coimbatore, India",https://www.kgisl.com/,kgisl.com,,250+,250+,,False,True,False,EXISTED_2COR,rdap=1999-01-28; nasscom_harvest=nasscom:PROVEN; rdap:1999-01-28,Verified,0,,0,1,ics and Cloud to empower our clients through our products and deliver a Next-Generation Cu,65188,0,0,0,0,pre-2024: proven,False,,,,identity_pending,300,57,27,1999-01-28,zero signals unverified after re-crawl
nasscom,eNTrust Software and Services Private Limited,Chennai,http://www.ntrustinfotech.com,ntrustinfotech.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-08-08; nasscom_harvest=nasscom:PROVEN; rdap:2003-08-08,Verified,0,,0,1,ervices. AI that knows lease language. Three proprietary platforms power every engagement ,64168,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,23,2003-08-08,zero signals unverified after re-crawl
nasscom,Valtech India Systems Private Limited,Bengaluru,https://www.valtech.com,valtech.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-07-11; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1997-07-11,Verified,0,,0,1,"erprise Valtech One accelerates AI adoption Your platforms, your data, your people &#x2014",61344,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,57,29,1997-07-11,zero signals unverified after re-crawl
nasscom,Integs Cloud Technologies Private Limited,Pune,https://www.integscloud.com,integscloud.com,,,,,True,False,False,EXISTED_2COR,rdap=2018-03-22; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2018,Verified,1,erce Support Zoho Desk Zoho SalesIQ Low-code Application Development Zoho Creator Business,0,1,roducts Oracle Netsuite Zoho Celigo Odoo ERP Our Products NetSuite Global Financial Manage,56867,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,57,8,2018-03-22,zero signals unverified after re-crawl
nasscom,Instavc Technologies Private Limited,Hyderabad,https://www.instavc.com/,instavc.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-12-12; nasscom_harvest=nasscom:PROVEN; rdap:2011-12-12,Verified,0,,0,1,"p; Conferencing Solutions by InstaVC InstaVC Our Products Our Products Meeting, engagement",56244,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,15,2011-12-12,zero signals unverified after re-crawl
nasscom,Eastman chemical India Private Limited,Hyderabad,http://www.eastman.com,eastman.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-05-19; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1995,Verified,0,,0,1,stainability Our impact Our impact Impact of our products Goals Environmental Menu Menu Su,51796,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,57,31,1995-05-19,zero signals unverified after re-crawl
nasscom,Mirabel Technologies India Private Limited,Hyderabad,http://www.mirabeltechnologies.com,mirabeltechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-10-27; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived,Verified,1,", come join us! Be part of a rapidly growing product development team that is building Wor",0,1,nd automation best practices across multiple product suites Build comprehensive end-to-end,48439,0,0,0,0,"Naukri JDs: 'GitHub, Bitbucket' named as stack across Hyderabad roles | Site: 'our QA team",False,,,,identity_pending,,57,15,2011-10-27,zero signals unverified after re-crawl
nasscom,Lattice Semiconductor (India) Private Limited,Pune,https://www.latticesemi.com/,latticesemi.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-02-09; nasscom_harvest=nasscom:PROVEN; rdap:1996-02-09,Verified,1,tion Board is a platform for general purpose application development using CrossLinkU-NX d,0,1,nbsp; Software &nbsp; Video Connectivity --> OUR PRODUCTS Lattice low power FPGAs and easy,45738,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,30,1996-02-09,zero signals unverified after re-crawl
nasscom,LogicMonitor (India) Private Limited,Pune,https://www.logicmonitor.com/,logicmonitor.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-09-17; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2007,Verified,0,,0,1,experts. Customer Education Learn more about our platform through resources and live train,41152,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,57,19,2007-09-17,zero signals unverified after re-crawl
nasscom,Nasdaq Corporate Solutions (India) Private Limited,Bengaluru,https://www.nasdaq.com,nasdaq.com,,,,,True,False,False,EXISTED_2COR,rdap=1993-12-16; nasscom_harvest=nasscom:PROVEN; rdap:1993-12-16,Verified,0,,0,1,today&#39;s rapidly evolving world. Explore Our Products Products &amp; Services Featured ,40411,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,33,1993-12-16,zero signals unverified after re-crawl
nasscom,SRKay Consulting Group Private Limited,Mumbai,http://www.srkay.com,srkay.com,,,,,True,False,False,EXISTED_2COR,rdap=2016-03-19; nasscom_harvest=nasscom:PROVEN; rdap:2016-03-19,Verified,1,rtise AI &amp; Automation Cloud &amp; DevOps Product Engineering Cyber Security Product SC,0,1,"0 to over 100 in just 6 months, accelerating our product roadmap significantly. &quot; C C",40264,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,57,10,2016-03-19,zero signals unverified after re-crawl
nasscom,Sonoco India Performance Hub Private Limited,Hyderabad,https://www.sonoco.com/sonoco-hyderabad,sonoco.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-03-16; nasscom_harvest=nasscom:UNKNOWN,Verified,0,,0,1,"ling, and sustainable packaging development. Our Products and Services Explore our vast ra",37032,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,57,31,1995-03-16,zero signals unverified after re-crawl
nasscom,Temenos India Pvt Ltd,Chennai,http://www.temenos.com,temenos.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-03-26; nasscom_harvest=nasscom:PROVEN; rdap:1999-03-26,Verified,0,,0,1,e future of banking starts here Discover how our platform helps financial institutions nav,36914,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,27,1999-03-26,zero signals unverified after re-crawl
nasscom,ValueAdd Research and Analytics Solutions LLP,Thane,https://www.valueadd-research.com/,valueadd-research.com,,,,,True,False,False,EXISTED_2COR,rdap=2015-02-11; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2015,Verified,0,,0,1,Transformation Industry and Market Research Our Products Menu Toggle SentiGrade &#8211; A ,36609,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,57,11,2015-02-11,zero signals unverified after re-crawl
nasscom,NetScout Systems Software India Pvt Ltd,Bengaluru,http://www.netscout.com,netscout.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-05-02; nasscom_harvest=nasscom:PROVEN; rdap:1997-05-02,Verified,0,,0,1,more to discover real-world applications of our products and solutions. Learning Center Qu,35081,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,57,29,1997-05-02,zero signals unverified after re-crawl
nasscom,Tally Solutions Pvt Ltd,Bengaluru,http://www.tallysolutions.com,tallysolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-07-26; nasscom_harvest=nasscom:PROVEN; rdap:1999-07-26,Verified,0,,0,1,ccount Logout Download &nbsp; --> TallyPrime Our flagship business software Product Overvi,34696,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,27,1999-07-26,zero signals unverified after re-crawl
nasscom,Novo Nordisk Service Center India Pvt Ltd,Bengaluru,http://www.novonordisk.com,novonordisk.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-09-21; nasscom_harvest=nasscom:PROVEN; rdap:1998-09-21,Verified,0,,0,1,nering Sustainable business Careers About us Our products Investors News &amp; media Healt,33031,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,57,28,1998-09-21,zero signals unverified after re-crawl
nasscom,Span Technology Services Private Limited,Coimbatore,https://www.spantechnologyservices.com/,spantechnologyservices.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-09-30; nasscom_harvest=nasscom:PROVEN; rdap:2011-09-30,Verified,1,"SPAN Technology Services Pvt Ltd, A product Development Company Home About Us Culture Care",0,1,ho are the pillars of our company. They make our products successful and help our customer,32223,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions pr_practice,False,,,,identity_pending,,57,15,2011-09-30,zero signals unverified after re-crawl
nasscom,GyanSys Infotech Private Limited,Bengaluru,http://www.gyansys.com,gyansys.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-01-27; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING,Verified,0,,0,1,ing IT budget. Our proven approach prepares your platform for a phased transformation whil,31449,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,57,21,2005-01-27,zero signals unverified after re-crawl
nasscom,iRely Soft Services (India) Private Limited,Kolkata,http://www.irely.com,irely.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-08-04; nasscom_harvest=nasscom:PROVEN; rdap:1999-08-04,Verified,0,,0,1,ing us unique insights on how we can improve our products and provide a competitive edge. ,29006,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,57,27,1999-08-04,zero signals unverified after re-crawl
nasscom,Evoke Technologies Pvt Ltd,Hyderabad,http://www.evoketechnologies.com,evoketechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-11-10; nasscom_harvest=nasscom:PROVEN; rdap:2003-11-10,Verified,1,Top Enterprise Software Development Services &amp; Technology Consulting Service,0,1,ervices offer you benefits that last beyond your product lifecycle.&nbsp; Learn More Learn,28860,0,0,0,0,pre-2024: proven | site mentions cicd,False,Ramesh Madala,Founder & Chief Executive Officer,https://www.linkedin.com/in/ramesh-madala-ceo-evoke-technologies-2ab36b125/,identity_full,,57,23,2003-11-10,zero signals unverified after re-crawl
nasscom,Sonata Software Limited,Bengaluru,http://www.sonata-software.com,sonata-software.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-10-11; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1995-10-11,Verified,1,ion Legacy Modernization .net Upgrade Optima Product Engineering Quality Assurance Service,0,1,ers to cloud-native solutions leveraging our proprietary Platformation™ approach. We focus,25418,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,57,31,1995-10-11,zero signals unverified after re-crawl
nasscom,Anant Softtech Pvt Ltd,Ahmedabad,http://www.anantsoftech.com,anantsoftech.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-12-08; nasscom_harvest=nasscom:PROVEN - 2022 wayback title read,Verified,1,"s a wide spectrum of offerings, ranging from custom software development and mobile applic",0,1,ng to elevate the quality and performance of our products and services through iterative i,24614,0,0,0,0,wayback 20220601: 'Offshore Software Development | Application Development' | site: 'Rigor,False,Biren Anantray Shukla,Founder & Chief Executive Officer,,identity_name_only,,57,28,1998-12-08,zero signals unverified after re-crawl
nasscom,Zehntech Technologies Private Limited,Indore,https://zehntech.com,zehntech.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-07-04; nasscom_harvest=nasscom:PROVEN — 2020-06-01 wayback adve,Verified,0,,0,1,any How We Work Partners Career Technologies Our Products Industries Step Into The Future ,24473,0,0,0,0,"wayback 2020-06 listed WordPress, Magento, Drupal development (PROVEN) | jd: 24,473 chars ",False,,,,identity_pending,,57,15,2011-07-04,zero signals unverified after re-crawl
nasscom,Polosoft Technologies Private Limited,Bhubaneswar,https://www.polosoftech.com/,polosoftech.com,,,,,True,False,False,EXISTED_2COR,rdap=2016-08-05; nasscom_harvest=nasscom:PROVEN: 2023-06-01 nav lists And,Verified,1,Strategy & Planning UI/UX Design for MVP MVP Application Development Rapid Development & A,0,1,velopment Center Contact Us Support Products Our Products SaaS Bright Directories Poloda A,22895,0,0,0,0,"Site: 'CI/CD pipelines (Jenkins, GitLab CI, GitHub Actions)', Terraform, Ansible | Wayback",False,,,,identity_pending,,57,10,2016-08-05,zero signals unverified after re-crawl
