rank,band,score,confidence,name,city,domain,website,headcount,already_in_hubspot,contact_known,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,private_repo_host_hits,review_gate_hits,cicd_hits,jd_chars,evidence,graded_by,why_this_rank
39,Priority,83,Verified,CaliberFocus Business Solutions Private Limited,Chennai,caliberfocus.com,https://caliberfocus.com/,,,,10,40,15,18,83,,UNKNOWN - no snapshot and no RDAP; site claims '10+ Years of Expertise' uncorroborated,6,6,9,125955,"JD: 'Manage code reviews, architecture decisions, and system integrations' | JD: 'Agile methodologies and tools like Azure DevOps for project tracking' | Site: '80+ Enterprise Clients', owns healthcare RCM coding platform | JD: CI/CD, Docker, Kubernetes across AWS/Azure/GCP",agent,"Pre-2024 evidence is missing rather than absent, and that matters more here than elsewhere: the entire site reads as AI-era positioning (LLM pipelines, copilots, self-hosted inference), so a human-authored pre-2024 codebase is unproven. Full Tier A was a judgement call - Azure DevOps appears as tracking/CI tooling rather than a repo, but across six mentions alongside six separate code-review lines. HIPAA credit withheld: it describes platforms they build for clients, not their own audited change control."
40,Priority,83,Verified,Contata Solutions Private Limited,Noida,contata.com,https://www.contata.com/,,,,25,25,15,18,83,,"PROVEN - 2023 snapshot: data science, application development, IT consulting",0,1,0,19454,"JD: 'Actively participate and manage design and code reviews' | Site: 'build a continuous integration and deployment system'; Airflow orchestration | Site: Product Engineering case studies - IP/law firm, oil and gas | JD: Agile/Scrum ceremonies, sprint planning, coding standards",agent,"Only one careers page (19K chars) was captured, yet it carried an explicit design-and-code-review line; the rest of the score comes from dated case studies and an owned oil-and-gas module. More JD text would most likely confirm rather than move this placement."
41,Priority,83,Verified,Perigeon Software Private Limited,Ahmedabad,perigeon.com,https://perigeon.com,,,,25,25,15,18,83,,"Wayback 2023-06 advertised enterprise apps, Odoo, RPA, DevOps",0,1,1,101653,"JD: 'architecture, design discussions, and code reviews' | JD: 'CI/CD pipelines and DevOps practice ... Azure' | Site: own product PeriScan, OCR into Salesforce | Wayback 2023-06 showed DevOps and portfolio pages",agent,"The six DQ_bpo hits are false positives — both quotes describe their product removing manual data entry, not a data-entry business — so no BPO cap was taken despite the count."
42,Priority,83,Verified,Prorigo Software Pvt Ltd,Pune,prorigosoftware.com,https://www.prorigo.com/en,,,,25,25,15,18,83,,PROVEN - 2023-06 wayback lists Application Development and PLM/CAD,0,1,2,52771,"JD: 'Conduct code reviews and enforce coding standards' | JD: 'Promote DevOps, CI/CD best practices... for PLM deployments' | Wayback 2023-06: Application Development, PLM/CAD, Aras Innovator offerings | Site: owns Protrak Quality Management product line",agent,"Almost all the score comes from the JD - the crawl reached only three pages and returned two site quotes total, so Tier B/C are thinner than the numbers suggest. I allowed the CI/CD +15 on two separate practice statements even though no pipeline tool is named, which is the softest call in this row."
43,Priority,80,Inferred,10 Decoders Consultancy Services Private Limited,Chennai,10decoders.com,https://10decoders.com/,,,,25,0,35,20,80,,PROVEN: 2023-06 snapshot titled 'Custom Software Development Company',0,0,0,5769,"tier_gold_evidence: 2023 title 'Custom Software Development Company - 10decoders' | site_quotes.cicd: 'plug into your repository, CI/CD, and product flow' | site_quotes.compliance: ISO 27001 and ISO 9001 certified, HIPAA-aligned controls | site_quotes.qa: engineering-led QA in delivery flow, 15+ QA clients",agent,"Top of this batch, and the missing +40 is worth stating: the Git/Jenkins/GitHub Actions line sits in service prose about the client's stack, and the careers crawl (5,769 chars plus a Keka board) named no host or review gate, so Tier A stays at zero and confidence stays Inferred. I also withheld the +20 engineering-blog award — the posts are on AI data contracts and test design, genuinely engineering but not code review, branching or PR workflow. Its 'templates' are migration accelerators, so no -15."
44,Priority,80,Inferred,AgBe Technologies LLP,Gurugram,agbeindia.com,https://www.agbeindia.com,,,,25,0,45,10,80,,PROVEN - Wayback 2023-06 showed outsourcing company site with portfolio,0,0,4,30265,"JD: 'Knowledge of version control systems (e.g., Git)' (careers) | JD: 'Contribute to the CI/CD pipeline by automating test execution' | Site: 'ISO 9001 and 27001 certified... Odoo Silver partner' | Wayback 2023-06: outsourcing company with services and portfolio pages",agent,"The 80 rests almost entirely on one QA-automation JD (Git, CI/CD, test frameworks) plus certifications, and the rest of the site reads as IT staffing and Odoo implementation - businesses that place engineers or configure someone else's ERP rather than accumulate an owned private codebase. The rubric forbids penalising staff-aug and no Step 3 cap fits, so the number stands, but treat the fit as thinner than a Priority placement implies."
45,Priority,80,Verified,Credex Technology Private Limited,Noida,credextechnology.com,https://credextechnology.com/,90,yes,Sumeet Jha (Co-Founder & CEO),25,25,10,20,80,,PROVEN - 2023 snapshot advertised Digital Product Engineering (+25),0,9,0,51427,"JD: 'Participate in code reviews and provide constructive feedback to peers' | Site case study: log management platform integrated with Jira, Slack | Client quote: '5 years... product engineering of our platform's core components' | Careers: Technical Architect - Java role open in Noida",agent,
46,Priority,80,Inferred,Embarkingonvoyage Digital Solutions Private Limited,Pune,embarkingonvoyage.com,https://embarkingonvoyage.com/,30,yes,Abhishek N. (Founder & Chief Executive Officer),25,0,35,20,80,,"PROVEN: 2023 Wayback advertising mobile app, UX and web work",0,0,0,14094,"site_quotes pr_practice: 'code reviews... executed before any feature hits production' | site_quotes cicd: 'Automate CI/CD pipelines'; DevSecOps; blog dated 2020 | site_quotes compliance: 'OWASP standards and zero-trust... GDPR, HIPAA, and SOC 2' | headcount_known 30; named QA tester and senior architects on team page",agent,"Priority on substance, but confidence stays Inferred: the pre-production code-review gate is described in site prose, and the 14k-char careers crawl named no repo host, so Tier A could not be awarded."
47,Priority,80,Verified,LogiQuad Solutions Private Limited,Pune,logiquad.com,https://logiquad.com/,,,,25,45,0,10,80,,"Wayback 2023-06 advertised cloud, mobility, AI/ML, case studies",0,1,0,32273,JD: 'using Git for version control and code reviews' | Blog: 'Setting up a CI/CD Pipeline' healthcare post | Blog: automotive CI/CD best-practices post | Wayback 2023-06 already advertised software services,agent,"The SEO and digital-marketing openings are internal marketing hires, not a sold service line, so I withheld the generalist-agency cap. Their CI/CD 'toolkit' is category labels with no named tooling, so the +15 was not awarded either."
48,Priority,80,Verified,Navigators Software Pvt Ltd,Kolkata,navsoft.in,https://www.thenavsoft.com/,,,,10,25,25,20,80,,Archived pre-2024 but snapshot lacked software wording,0,0,9,73472,"JD: 'Install, setup and manage in-house version control system' | JD: 'continuous integration using Jenkins', Ansible, AWS | Site: Product Engineering practice, CGI insurance case study | Careers: Quality Assurance Manager role open",agent,"'Manage in-house version control system' is a self-hosted private VCS, which I read as satisfying the private-host limb even with no brand named. Gold is only +10 because the archived snapshot missed software wording — evidence missing rather than absent, for a firm claiming two decades of delivery."
49,Priority,80,Verified,Neurealm Private Limited,Chennai,neurealm.com,https://www.neurealm.com/,,,,10,25,25,20,80,,"DOMAIN_ONLY - domain registered 2023-12-16, no snapshot",0,1,2,85475,"JD: 'Participate in code reviews and follow engineering best practices' | JD: 'CI/CD tools such as GitHub Actions, Jenkins, or GitLab CI' | Site: owns ZIF AIOps platform, 3rdi, AI-SDLC Pulse accelerators | Gold: only an RDAP record dated 2023-12-16; no archived snapshot",agent,"Reaches Priority on JD and product evidence, but the pre-2024 basis is thin in a way the number hides: the domain was registered 16 December 2023, two weeks inside the cutoff, and there is no snapshot at all. The site also markets 'AI-assisted coding' and an 'AI-powered SDLC' as its core differentiator, which is the exact profile the Gold gate exists to screen out. Verify the entity's real build history (the ZIF platform predates this domain) before contacting."
50,Priority,80,Inferred,Skyach Software Solutions Pvt Ltd,Mohali,skyach.com,https://skyach.com/,,,,25,0,40,15,80,,PROVEN - 2023 wayback snapshot advertises cryptocurrency exchange software development,0,0,1,1601,"wayback 20230601: 'cryptocurrency exchange software development companies' | careers JD: 'DevOps / Platform Engineer Cloud-native, Kubernetes, CI/CD, MLOps' | tech-stack: 'Terraform Docker GitHub Actions Datadog' - IaC and pipelines | site: regulated finance and insurance platforms, 'How We Work' page",agent,"Highest non-Tier-A score in the bundle, but built entirely on site prose plus a 1,601-char careers page - no private-repo host and no review gate anywhere, so confidence stays Inferred. The 'version control' quote flagged as pr_practice is a feature of a construction platform they built for a client, not their own workflow, and was not scored."
51,Priority,80,Verified,zCon Solutions Pvt Ltd,Pune,zconsolutions.com,https://www.zconsolutions.com/,132,yes,Vikas Bapat (Founder Director),25,25,10,20,80,,"PROVEN - 2023 snapshot: Angular/Azure migrations, agile delivery management",0,3,0,21088,"Careers: 'code review, QA planning... release governance' named delivery controls | Site: ISO 9001:2015 certified, 20+ years delivery, 100+ customers | Site: 'AI Product Engineering & SaaS'; Chief Architects named | Site stack page: React, Next.js, .NET, Azure, RAG pipelines",agent,"The review-gate evidence is one marketing sentence repeated three times and no private-repo host or CI tool is named anywhere; I judged it substantive because delivery governance and code-review practice recur in leader bios, but it is the weakest Tier A award among the Priority set. Their 20-year pre-2024 record means the legacy codebase predates the AI-assisted delivery they now advertise."
52,Priority,80,Inferred,Zediant Technologies Private Limited,Kolkata,zediant.com,https://www.zediant.com/,,,,25,25,20,10,80,,PROVEN - Wayback 2020-06 title 'Software Development Engineers | Zediant Technologies',0,0,0,0,"Site: 'every PR meets enterprise standards before it even reaches a human reviewer' | Site: 'SOC 2 type 2 compliance' and UK GDPR/DPA 2018 alignment | Site: engineering pods include 'Tech Lead, Developers, QA, PM' | Wayback 2020-06: 'Software Development Engineers | Zediant Technologies'",agent,"Judgement call I would flag for a human: the only review-gate evidence is an AI-marketing bullet ('Automated Peer Reviews... our AI-led code auditing'), which does presuppose a real PR-plus-human-reviewer workflow, so I awarded the single-signal +25 - but the whole site is a 2025-26 AI-augmented-delivery repositioning, which cuts against the human-authored-codebase thesis GOLD exists to protect. No careers page was reached and zero JD characters were collected, so nothing here is JD-level. The pre-2024 anchor is solid: a 2020 snapshot titled 'Software Development Engineers'."
53,Priority,78,Verified,Avaali Solutions Private Limited,Bengaluru,avaali.com,https://www.avaali.com/,,,,10,25,25,18,78,,"DOMAIN_ONLY - domain registered 2012-06-18, no snapshot of software wording",1,1,5,73137,"JD: 'coding standards, code review culture, CI/CD structure' set by tech lead | JD: 'Azure DevOps or ALM' named as test-management, not repo | Site: owns AP automation product; Himalaya named client case study | JD: QA Lead role - Selenium, Appium, Robot Framework automation",agent,"Tier A halved: the only private-host hit describes Azure DevOps as a test-management tool ('source control tools such as GIT and test management tools like Azure DevOps or ALM'), so the repo itself is never named. The DQ_template hits are false positives - 'template-less invoice processing' is a product feature and the other is MS Office document templates - so no template-shop deduction. Pre-2024 basis is domain age only, despite a 2012 registration."
54,Priority,78,Inferred,Cybertech Systems and Software Ltd,Mumbai,cybertech.com,https://cybertech.com/,,,,25,0,40,13,78,,PROVEN: 2023 Wayback snapshot advertising spatial analytics platform,0,0,4,38292,"JD: 'define overall architecture for CI/CD pipeline for automotive development' | JD: 'completely automated continuous integration and deployment pipeline' | Site: cloud-native SaaS product subsidiary Spatialitics, from 2018 | JD 38,292 chars across 9 real role pages",agent,"The score rests entirely on the JD crawl — the site crawl returned a single signal family, so the marketing side is unassessed. No private-repo host is named anywhere, hence Priority at Inferred confidence."
