name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
U'th Times,https://www.linkedin.com/company/u%27th-time-integrated-media-labs-pvt-ltd-/,http://www.uthtimes.com,Bharat First 🇮🇳 | #1 Youth Media Brand🎖 Dharm 🕉️ | Merit 🎓 | Politics 🏛️ | Tech ⚡ | AI 🤖 | Space 🚀 | Cricket 🏏 ," 🇮🇳 Bharat’s Biggest Independent Youth Media Brand – U’th Times 🚀  In an age where noise often drowns out signal, U’th Times has emerged as Bharat’s No.1 Independent, Bharat-First Youth Media Brand.  With a reach of 50 million+ every 90 days and a native community of 1.3M+, our mission is simple yet powerful:  👉 To create Bharat first content rooted in Vedic Sanatan Dharm, Meritocracy, Infrastructure, Technology, Sports, Memes etc.  👉 To celebrate positivity and purpose in a world where legacy m",2014,2,11-50,1676,Privately Held,"Technology, Information and Internet","Internet Media, Online Media, Social Media, Youtube Content",New Delhi,India
TexFo,https://www.linkedin.com/company/wwwlinkedincomcompanytexfosolutions/,https://texfo.in,ERP Automation for Textile Industry,"TexFo is a mobile-first ERP platform built exclusively for weaving units — not adapted from generic manufacturing software, but designed from scratch for how textile mills actually run their floor. Most ERPs were built for desktops and large factories. TexFo is built for the loom shed — where owners and supervisors are constantly moving, not sitting at a computer. From production tracking and order management to inventory, billing, and worker output, everything runs on a smartphone, in real time",2024,6,2-10,42,Sole Proprietorship,Textile Manufacturing,"Textile Solution Mobile App, Warping Formula, Efficiency, Order tracking, Inventory Management",,
JAYAM OPTIMAL BUSINESS SOLUTIONS PRIVATE LIMITED,https://www.linkedin.com/company/jayam-optimal-business-solutions-private-limited/,,,"JAYAM OPTIMAL BUSINESS SOLUTIONS PRIVATE LIMITED is a company based out of Door No. 12/7/134/277, Plot No:277, Flat No: T2 JAYAM NILAYAM, ANJANEYA NAGAR COLONY, MOOSAPET, HYDERABAD, Telangana, India.",,1,-,4,,,,HYDERABAD,India
TTMS,https://www.linkedin.com/company/ttmscorp/,http://www.ttmstech.com,,"Have TTMS Technologies as your best choice for Trade & Tax in Brazil.  We are driven by our passion for our clients and we challenge ourselves to simplify their Trade & Tax procedures in Brazil, delivering innovations in managed services based on: (i) regulatory expertise, (ii) operational knowledge, and (iii) technology developed by us.  Our software, BPO solutions, and consulting services were developed to guarantee the best results and the best Customer Experience to guarantee your success, a",,146,51-200,18735,Privately Held,Business Consulting and Services,"Trade Compliance, Tax Compliance, AEO, Indirect Tax, Automotive Industry, Import & Export, Tax Management, Customs Regulations, Tax Procedures, Tax Programs, Tax Benefits, Special Customs Regimes, Chemical Industry, Electronic Industry, Pharmaceutical Industry",São Paulo,Brazil
mDrift Technologies,https://www.linkedin.com/company/mdrift-technologies-llp/,http://www.mdrift.com,Our greatest projects come from the hardest real-world problems we solve,"We are a group of Technology and Business enthusiasts eager to solve complex business problems using cutting edge technologies. Our management team has a rare mix of experienced strategy and young dynamic executions. We are truly process-driven and strive hard to better ourselves in all the areas we operate on.  mDrift is an end to end software consulting and development company that specializes in analyzing, solving and improving business processes through custom software development. Our servi",2013,35,11-50,6961,Privately Held,Information Technology & Services,"Enterprise Mobility, Cloud Computing Solutions, Enterprise Consulting Services, Digital Transformation, Web & Mobile Application Development, Product Development, Enterprise Software Development, Remote or Onsite Resource Augmentation, Application Maintenance & Support",Bengaluru,India
The MSD IT Solutions LLP,https://www.linkedin.com/company/the-msd-it/,http://themsd.in,,"THE MSD IT Solutions is believed to be one of the popular providers of IT services. The professional company is closely structured in such a way to offer more acquirable results and solutions for use in a variety of businesses, encountering problems in information and technology sector.We have a good and proper coordinating partnership between the company's intramural internal environments and emerging external IT surrounding.",2017,7,2-10,62,Partnership,IT Services and IT Consulting,,Indore,India
Ekah,https://www.linkedin.com/company/ekah-io/,https://ekah.io/,"Manage Projects Smarter. Automate Tasks, Track Progress, Collaborate Seamlessly.","Ekah is a business process platform that helps you digitise and automate your business processes with ease.   Ekak Projects is our flagship solution built on the platform. It helps you manage your projects smarter, automate tasks, track progress and collaborate seamlessly.  From tickets to complex projects — automate tasks, workflows, and business processes on one powerful platform.",2024,4,11-50,4,Privately Held,"Technology, Information and Internet","Project Management, Audit and Compliance, Task Tracker, Business Process Management",Bengaluru,India
Smart Applo,https://www.linkedin.com/company/smartapplo/,https://smartapplo.com/,"Powered by Technology. Driven by Talent. Mobile, Web, Digital & Emerging technology development company in the US, India","We have been in the thick of the industry for quite a while now. Our team is known for delivering mobility solutions to businesses and entrepreneurs looking to expand their niche. Our mission is to engineer and maximize ROI. We deliver exceptional apps with stunning designs and impeccable user experience.    Over the years, we have received various accolades and recognition in the industry.  Got an app idea? Let’s give wings to your dreams and make them a reality. Since our inception, we have be",,11,11-50,2086,Privately Held,Software Development,,Atlanta,United States
AchalaSulzer Limited,https://www.linkedin.com/company/achalasulzer-limited/,https://www.achalasulzer.eu,AI-Enabled,"Are you seeking guidance on how to begin implementing AI for digital transformation in your business?  Welcome to AchalaSulzer, your trusted partner for driving business transformation at any scale. As a full IT provider, we offer the highest level of expertise in a wide range of industries, including automotive, manufacturing, banking & financial services.  Empower your business with our tailored digital transformation solutions to enhance processes, eliminate bottlenecks, and maximize producti",2023,18,11-50,723,Privately Held,Software Development,"Data Engineering, Intelligent Automation, Cloudcomputing, Business intelligence, Process Innovation, RPA, Smart fleet management, Digital transformation, AI-driven healthcare applications, AI and IoT-driven smart ward devices , Telemedicine platform, AI-driven Route Optimization Solutions, AI-driven manufacturing transformation, Industry 4.0, AI/ML technologies , Predictive Analytics, DevOps & Security, Quality management, Test Automation",Sofia,Bulgaria
AppWorld Infotech,https://www.linkedin.com/company/appworld-infotech/,http://appworldinfotech.com,We work for better,"Appworld Infotech is a leading custom software development company, providing world-class full-stack development services at affordable prices. We specialize in Flutter, Android, iOS, Next.js, React.js, Vue.js, Node.js, .NET, serverless architectures, AWS, Azure, Firebase, and AI-powered solutions.  At Appworld Infotech, we have a team of dedicated developers, expert designers, and marketing specialists who are committed to delivering best-in-class solutions that help clients achieve their busin",2017,46,11-50,6879,Sole Proprietorship,IT Services and IT Consulting,"Mobile App Development, Web Development, Android Development, Flutter Development, iOS Developement, State Management, Database Management, Front-End Development, Backend Developement, PHP, Node.js, Vue.js, Nest.js, Kotlin, Dart, MySQL, GraphQL, Custom Software Solutions, Website, AWS ",Surat,India
Marquee Solution,https://www.linkedin.com/company/marqueesolution/,https://marqueesolution.com/,Your complete software development partner!,"At Marquee Solution, we help startups, agencies, and growing businesses transform ideas into scalable digital products. We specialize in custom software development, SaaS platforms, AI-powered applications, web and mobile app development, and business process automation that drive measurable business growth.  With over a decade of experience delivering solutions for clients across the United States, the United Kingdom, Europe, and Australia, we understand what it takes to build secure, scalable,",2013,33,11-50,2241,Privately Held,IT Services and IT Consulting,"Web Designing, Shopify, CRO, Flutter Development, NodeJS, ReactJS, AngularJS, .Net, WooCommerce, JAVA, Drupal, AI Development, Project Managment, Saas Development, AI-Powered Software Development, Next.JS",Surat,India
